Date,Close,High,Low,Open,Volume
2018-01-02,78.87034606933594,79.20069364038586,78.45741510600642,79.03551985486091,22483800
2018-01-03,79.2374038696289,79.38422813157698,78.88870674895144,78.97129014557262,26061400
2018-01-04,79.93479919433594,80.4394988062116,79.4392778483941,79.45762737929611,21912000
2018-01-05,80.92585754394531,81.12773742775576,80.22845621831836,80.43951436983846,23407100
2018-01-08,81.0084457397461,81.2837377795754,80.38445651697141,80.93503359566263,22113000
2018-01-09,80.95338439941406,81.42137803359573,80.62303677539958,81.34796589471098,19484300
2018-01-10,80.58636474609375,80.92589078112827,80.21013962708186,80.62307083104099,18652200
2018-01-11,80.82490539550781,80.87078272519352,80.05409204654923,80.87078272519352,17808900
2018-01-12,82.21971893310547,82.3848927584566,81.16444210452701,81.36632200228588,24271500
2018-01-16,81.07268524169922,83.31170678485238,80.76069410914462,82.67853924988611,36599700
2018-01-17,82.7152328491211,82.84370059032273,81.43972670364279,81.74254652260387,25621200
2018-01-18,82.67852020263672,83.2015693933374,82.27476747710904,82.40323520809052,24159700
2018-01-19,82.58673095703125,83.14648602692824,82.27474000054515,82.71519864510952,36875000
2018-01-22,84.06417083740234,84.07334910705866,82.34819846203135,82.58678446631632,23601600
2018-01-23,84.33026885986328,84.69732256673645,83.99992122377415,84.33026885986328,23412800
2018-01-24,84.2568588256836,85.73424495709853,84.03662939643829,84.92673238255419,33277500
2018-01-25,84.72483825683594,85.55987849464731,84.35778460243885,84.85330598573,26383200
2018-01-26,86.31236267089844,86.31236267089844,84.95427282077745,85.44979436100053,29172200
2018-01-29,86.18386840820312,87.58784217343296,86.00034507978118,87.3033789140891,31569900
2018-01-30,85.10106658935547,85.94529212861116,84.51378351915717,85.6149445265038,38635100
2018-01-31,87.18409729003906,87.54197271331725,85.80765120021006,86.02788061431198,48756300
2018-02-01,86.49588012695312,88.15678961464799,85.87189091042659,86.98222332494329,47227900
2018-02-02,84.22016906738281,86.22978312628844,83.96323351666713,85.92696322681552,47867800
2018-02-05,80.75151062011719,85.55989406495328,80.75151062011719,83.10064323421102,51031500
2018-02-06,83.80720520019531,83.9448511917385,78.22800941724392,79.73292305592652,67998600
2018-02-07,82.22889709472656,84.21097599540016,81.85266510376105,83.03640968374656,41107600
2018-02-08,78.00780487060547,82.47666287879102,77.77839714530747,82.32066730582073,55628700
2018-02-09,80.91666412353516,81.60488705257374,76.9249725353045,79.19152116842608,63499100
2018-02-12,81.78842163085938,82.38488298503323,80.68726759312813,81.43054621854839,35720300
2018-02-13,82.43077087402344,82.58676641924995,80.56798159605506,81.60490180963755,26407700
2018-02-14,83.72149658203125,83.88744631597784,81.50884284121638,81.60103557477454,34960900
2018-02-15,85.42708587646484,85.48240010469493,83.5463247442474,84.09026674545404,27823900
2018-02-16,84.81859588623047,86.20150777567987,84.63421044784532,85.23346663952384,30596900
2018-02-20,85.4823989868164,85.79585565449312,83.90588019818914,84.33919373726903,30911700
2018-02-21,84.3484115600586,86.07244440485117,84.3484115600586,85.72210922645586,26922500
2018-02-22,84.5696792602539,85.49162056806333,84.22855844417698,84.86470019739876,24392800
2018-02-23,86.7177963256836,86.72701770815189,85.15049893105932,86.29370417224236,26329200
2018-02-26,87.97162628173828,87.99928339190234,86.89295678222163,87.03124936689498,30199800
2018-02-27,86.84687805175781,88.35886140220327,86.84687805175781,88.26666866792826,25869100
2018-02-28,86.45043182373047,88.23900018037723,86.32136060560687,87.43690872444873,31167300
2018-03-01,85.60226440429688,87.18800486407059,84.67110154661947,86.65327712133663,37135600
2018-03-02,85.78665161132812,85.87884434619906,83.76759765853701,84.43139660377545,32830400
2018-03-05,86.3305892944336,86.91140982514646,85.05831273645828,85.13206270030356,23901600
2018-03-06,86.03556060791016,87.11423022540504,85.6852254510928,86.9759376256061,22175800
2018-03-07,86.53340148925781,86.60715847329269,85.21502529351027,85.8880454635855,26716100
2018-03-08,87.05890655517578,87.67660546223755,86.45042199560828,86.91139258903104,25887800
2018-03-09,89.00421142578125,89.00421142578125,87.58442101992217,87.85178483341384,36937300
2018-03-12,89.21626281738281,89.62191926891275,88.54324955973114,88.96734174366952,26073700
2018-03-13,87.04047393798828,89.64956224430638,86.63481755044127,89.42829832103224,35387800
2018-03-14,86.5241928100586,87.96242607446733,86.20151474985138,87.69506224348015,32132000
2018-03-15,86.82844543457031,87.19722341875995,85.58382589255345,86.22918208949405,27611000
2018-03-16,87.21564483642578,87.93475791893404,86.58872447636789,87.2894018279276,49081300
2018-03-19,85.63912963867188,86.5702923520782,84.9200165262042,86.42277836292885,33344100
2018-03-20,85.8603744506836,86.45041620805524,85.7405246366043,85.78662450640157,23075200
2018-03-21,85.26114654541016,86.7085943092258,85.0122184203394,85.67601737538821,24457100
2018-03-22,82.7811279296875,84.58813242127275,82.66127806716412,84.14559740744218,38604700
2018-03-23,80.37481689453125,83.39878225788789,80.28262420103411,82.51371973938241,44068900
2018-03-26,86.45964813232422,86.66247633000248,83.34348928158158,83.53709609740535,56396800
2018-03-27,82.48607635498047,87.713481021518,81.60101368925872,87.5290956038541,56569000
2018-03-28,82.4123306274414,84.10870624376419,81.93292425574262,82.8087656600179,52501100
2018-03-29,84.14557647705078,85.0859605098336,81.49960953824944,83.1406638706839,45867500
2018-04-02,81.61026000976562,83.78604255312254,80.67910414174547,83.40805018866563,48515400
2018-04-03,82.70735168457031,83.02081537851065,81.02941883024158,82.58750184992319,37213800
2018-04-04,85.12281799316406,85.51925292209928,80.88189061185709,80.99251903509821,35560000
2018-04-05,85.16893768310547,85.80507945275836,84.26543911707367,85.22425894602364,29771900
2018-04-06,83.18677520751953,85.24270058044334,82.4953191609223,84.34841630142752,38026000
2018-04-09,83.68460083007812,85.89726114860306,83.54631527517608,83.93352889660831,31533900
2018-04-10,85.62991333007812,85.9986912909501,84.48670798184412,85.17816402078361,26812000
2018-04-11,84.68952941894531,86.00790577546188,84.33919425283784,84.82782202241147,24872100
2018-04-12,86.27525329589844,86.80998084352841,85.21501958148802,85.21501958148802,26758900
2018-04-13,85.81429290771484,86.82842687203943,85.22425107269495,86.70857704218815,23346100
2018-04-16,86.8192138671875,87.27097018591212,86.12775786563196,86.7270211404176,20288100
2018-04-17,88.57089233398438,89.00420583089262,87.47378003618294,87.58441551428291,26771000
2018-04-18,88.91199493408203,89.17013729634004,88.06380384313907,88.70916678263593,21043300
2018-04-19,88.6077880859375,89.49285098157216,87.89788927243008,88.91203043458353,23552500
2018-04-20,87.58441162109375,88.60776688800635,86.708570318424,88.42338146655575,31154400
2018-04-23,87.90709686279297,88.77372388943512,87.24329803675673,88.26665338792034,22331800
2018-04-24,85.85118103027344,88.93968314550202,85.19660351594204,88.7276335401405,34524800
2018-04-25,85.1043930053711,86.01711989082281,83.23285342696254,86.01711989082281,33729300
2018-04-26,86.90218353271484,87.72271067625822,85.8327283146091,86.24760609426191,42529000
2018-04-27,88.34041595458984,90.258055565599,86.57951171185313,89.98147035933371,48272800
2018-04-30,86.2199478149414,88.87514327704774,85.87883403349588,88.81060766700233,41523600
2018-05-01,87.58441162109375,87.85177540589419,85.54692246849697,85.934136073855,31408900
2018-05-02,86.2107162475586,87.7411348517627,85.91569537001006,87.57518516852586,27471000
2018-05-03,86.7270278930664,87.5198980659587,85.23348028122992,85.70367236837644,31142500
2018-05-04,87.73194122314453,87.92554806033306,85.66678755875853,86.03556550124561,22531300
2018-05-07,88.70918273925781,89.16093195446801,87.67660607063854,87.74114167281142,24242000
2018-05-08,88.3311996459961,88.6538847497928,87.63974362446784,88.36807814454014,23484600
2018-05-09,89.37299346923828,89.40065058331567,87.63052494382214,88.5155877635689,27327400
2018-05-10,90.26726531982422,90.30413677764604,89.47439533344654,89.85238756387139,22388100
2018-05-11,90.07365417480469,90.23038952757534,89.46517662859767,90.16585392367682,16778300
2018-05-14,90.37792205810547,90.98640681047684,89.71412306782955,90.27650793271025,19454100
2018-05-15,89.72332763671875,90.21195540358097,88.8198220617602,89.64957064409887,24594000
2018-05-16,89.95482635498047,90.18631072178981,89.46408062763942,90.14927237537925,17384700
2018-05-17,89.05665588378906,90.31593126301054,88.73257921950591,89.5937012499391,17246700
2018-05-18,89.22332000732422,89.75110399293281,88.89924336078228,88.89924336078228,17865800
2018-05-21,90.37149047851562,90.75112821033689,89.63074478358482,89.81592944123204,19422500
2018-05-22,90.27890014648438,90.89927653410018,90.00111608952761,90.44556916779003,15441200
2018-05-23,91.35296630859375,91.4177816291444,89.18626961641154,89.54738455438522,21251200
2018-05-24,91.02889251708984,91.61223752967211,89.63998658517531,91.41779154692499,26649300
2018-05-25,91.07520294189453,91.64928667124688,90.61223424335475,91.0196489586591,18363900
2018-05-29,90.75110626220703,91.5566670989239,90.0288763819753,90.59369157050153,28671000
2018-05-30,91.62149047851562,91.89927448657912,90.65852192973458,91.02889118803154,22158500
2018-05-31,91.51961517333984,92.5844442000164,91.306653606608,91.93629108691195,34140900
2018-06-01,93.32524871826172,93.39006406572013,91.82522730864048,91.92708100669556,28655600
2018-06-04,94.14004516601562,94.31597551653964,93.38077684992305,93.76041454013988,27281600
