Date,Close,High,Low,Open,Volume,"('Close', 'SPY')","('High', 'SPY')","('Low', 'SPY')","('Open', 'SPY')","('Volume', 'SPY')","('Close', 'SPY').1","('High', 'SPY').1","('Low', 'SPY').1","('Open', 'SPY').1","('Volume', 'SPY').1","('Close', 'SPY')","('High', 'SPY')","('Low', 'SPY')","('Open', 'SPY')","('Volume', 'SPY')"
2018-02-16,240.38211059570312,242.32729669194248,239.64277441824743,239.68679883222927,160420100.0,,,,,,,,,,,,,,,
2018-02-20,238.87701416015625,240.87500789598903,238.08487024125645,239.43152296154545,86369700.0,,,,,,,,,,,,,,,
2018-02-21,237.6887664794922,241.7991526348577,237.59196113335105,239.3170786016956,98883700.0,,,,,,,,,,,,,,,
2018-02-22,237.9969024658203,240.3293372038109,237.327994510731,238.61302946553275,110511300.0,,,,,,,,,,,,,,,
2018-02-23,241.79039001464844,241.79039001464844,238.74502323006428,239.2203203825133,92766400.0,,,,,,,,,,,,,,,
2018-02-26,244.5980682373047,244.6949004419044,242.2744445137796,242.8641405525541,86491400.0,,,,,,,,,,,,,,,
2018-02-27,241.54396057128903,245.495924366862,241.48234250179192,244.78296516081903,99099200.0,,,,,,,,,,,,,,,
2018-02-28,239.0970001220703,243.0929598055188,238.78015337228064,242.6440667161254,121907800.0,,,,,,,,,,,,,,,
2018-03-01,235.6204071044922,240.434915343989,234.1241144259789,238.88581486369563,176855100.0,,,,,,,,,,,,,,,
2018-03-02,236.83499145507807,237.398310435894,233.0855035735666,233.9480488297156,139083200.0,,,,,,,,,,,,,,,
2018-03-05,239.5723419189453,240.1884687505928,235.541167333542,235.64680979709024,97307400.0,,,,,,,,,,,,,,,
2018-03-06,240.1796722412109,240.6285654402573,238.683379484744,240.5493268729292,79213200.0,,,,,,,,,,,,,,,
2018-03-07,240.09161376953125,240.4436746997118,237.8207979384184,238.0144354790968,87063500.0,,,,,,,,,,,,,,,
2018-03-08,241.25344848632807,241.37665772949185,239.77477640519388,240.76934118536025,66901200.0,,,,,,,,,,,,,,,
2018-03-09,245.45181274414065,245.45181274414065,242.3448287927158,242.66170242288203,113625300.0,,,,,,,,,,,,,,,
2018-03-12,245.1438140869141,246.3672576672523,244.75653891475903,245.7423473551295,71924800.0,,,,,,,,,,,,,,,
2018-03-13,243.5594482421875,246.807261752872,242.9521317736514,246.30556086833784,91968900.0,,,,,,,,,,,,,,,
2018-03-14,242.30967712402344,244.7037296005574,241.75519513417623,244.51890227060835,105895100.0,,,,,,,,,,,,,,,
2018-03-15,242.04562377929688,243.46267799273133,241.5439227671176,242.8201740730757,83433000.0,,,,,,,,,,,,,,,
2018-03-16,242.30807495117188,243.3596693637448,242.2550556503789,242.5731714551364,100343700.0,,,,,,,,,,,,,,,
2018-03-19,239.0295867919922,242.4848220814732,237.37708882052544,241.5569572533792,109208400.0,,,,,,,,,,,,,,,
2018-03-20,239.4360809326172,240.07233951458807,238.75562162094465,239.4272353930552,59757300.0,,,,,,,,,,,,,,,
2018-03-21,238.9765167236328,241.4861955710921,238.76443954354207,239.39185251338063,78709600.0,,,,,,,,,,,,,,,
2018-03-22,233.00282287597656,237.5979999945079,232.72885384939,236.7496641672284,148785900.0,,,,,,,,,,,,,,,
2018-03-23,228.0364685058593,233.77164185526675,227.84205539286063,233.4446804761577,183534800.0,,,,,,,,,,,,,,,
2018-03-26,234.2752990722656,234.55808665375656,229.23827674648547,231.64191725294216,141956100.0,,,,,,,,,,,,,,,
2018-03-27,230.2898864746093,235.74224499591256,228.73458164104392,235.2120519554788,129941400.0,,,,,,,,,,,,,,,
2018-03-28,229.6094207763672,232.0926172982425,228.50480702582675,230.42242836273297,146452300.0,,,,,,,,,,,,,,,
2018-03-29,232.5432891845703,234.40789128155768,229.6182740322953,230.7493974721348,111601600.0,,,,,,,,,,,,,,,
2018-04-02,227.5239105224609,232.52560454766385,225.04957315969887,232.0130486932908,186286300.0,,,,,,,,,,,,,,,
2018-04-03,230.4400634765625,230.91726410781752,226.9671647542253,228.76105618064247,119956900.0,,,,,,,,,,,,,,,
2018-04-04,232.9055633544922,233.6125052626878,226.75508245525387,226.8876306920274,123715300.0,,,,,,,,,,,,,,,
2018-04-05,234.7436370849609,235.62732788506736,233.5771587564757,234.6640811810207,82652600.0,,,,,,,,,,,,,,,
2018-04-06,229.51222229003903,234.27530264645085,227.9922727264716,232.7818897016544,179521200.0,,,,,,,,,,,,,,,
2018-04-09,230.6433563232422,234.036726605388,229.70664599907167,230.970317685891,105442900.0,,,,,,,,,,,,,,,
2018-04-10,234.31065368652344,235.0971515890932,232.39305939698409,233.5330013233873,103529000.0,,,,,,,,,,,,,,,
2018-04-11,233.0823669433593,234.7437104819056,232.755405559986,232.82608898012964,91140200.0,,,,,,,,,,,,,,,
2018-04-12,234.9999389648437,235.94549479836687,234.23113211691503,234.4078811025094,68890500.0,,,,,,,,,,,,,,,
2018-04-13,234.31065368652344,236.4226880349549,233.3032600110848,236.30780389474955,85079200.0,,,,,,,,,,,,,,,
2018-04-16,236.23709106445312,237.00592484828672,235.12365879979507,235.94548491535664,63405300.0,,,,,,,,,,,,,,,
2018-04-17,238.76454162597656,239.36544520521667,237.4920240651641,238.0045531255473,64682000.0,,,,,,,,,,,,,,,
2018-04-18,238.9412078857422,239.7453429148429,238.4816713341332,239.20630438235705,57303900.0,,,,,,,,,,,,,,,
2018-04-19,237.61575317382807,238.490598881592,236.5818225452844,238.2873401855557,77655900.0,,,,,,,,,,,,,,,
2018-04-20,235.600814819336,237.765868283229,234.71712393090704,237.5449455611217,99953100.0,,,,,,,,,,,,,,,
2018-04-23,235.5655212402344,236.731999856834,234.487417119094,236.175270200361,65558000.0,,,,,,,,,,,,,,,
2018-04-24,232.39308166503903,236.8115369079572,230.8907960952027,236.5906141458113,112885500.0,,,,,,,,,,,,,,,
2018-04-25,232.9674835205078,233.4093290601004,230.51082339909723,232.33122486476995,103840900.0,,,,,,,,,,,,,,,
2018-04-26,235.3357696533203,236.16644142701392,233.5507233779955,233.9925689185512,67731900.0,,,,,,,,,,,,,,,
2018-04-27,235.55670166015625,236.2459796517264,234.6199912348972,235.94552790854067,57053600.0,,,,,,,,,,,,,,,
2018-04-30,233.7451019287109,236.73198165607025,233.6743915505361,236.17525204240047,82182300.0,,,,,,,,,,,,,,,
2018-05-01,234.1604156494141,234.2664542385587,231.6242002078808,233.17950476361585,74203400.0,,,,,,,,,,,,,,,
2018-05-02,232.5874786376953,234.7790150265446,232.19865244584616,233.96603442039367,86368900.0,,,,,,,,,,,,,,,
2018-05-03,232.07492065429688,232.7288433491431,228.9201373860479,231.7568048464609,136311500.0,,,,,,,,,,,,,,,
2018-05-04,235.07940673828125,235.7598658844315,230.77583704334407,231.1027983103037,91222100.0,,,,,,,,,,,,,,,
2018-05-07,235.8747711181641,236.8468094686672,235.15895672638163,235.8482614716613,55304900.0,,,,,,,,,,,,,,,
2018-05-08,235.8747711181641,236.237060631,234.31062107018985,235.50360909902147,67499200.0,,,,,,,,,,,,,,,
2018-05-09,238.1547088623047,238.4816701959383,236.02501045597168,236.5463848755641,59666100.0,,,,,,,,,,,,,,,
2018-05-10,240.381576538086,240.7085648074664,238.7909437871913,238.89698237483705,72063900.0,,,,,,,,,,,,,,,
2018-05-11,241.1150665283203,241.38016301005507,239.99276183006265,240.50531765222445,59871500.0,,,,,,,,,,,,,,,
2018-05-14,241.2300262451172,242.2020649614537,240.6821150643434,241.54814212287508,54790600.0,,,,,,,,,,,,,,,
2018-05-15,239.56863403320312,240.01929810214165,238.6230781966211,240.00163399076865,87036100.0,,,,,,,,,,,,,,,
2018-05-16,240.57603454589844,241.03557113568027,239.5774593788537,239.6039959988271,53942600.0,,,,,,,,,,,,,,,
2018-05-17,240.372787475586,241.45089152917097,239.5951351132481,240.31092263583,56536400.0,,,,,,,,,,,,,,,
2018-05-18,239.7718200683593,240.3904144340996,239.4183491314095,240.0280979590921,64368000.0,,,,,,,,,,,,,,,
2018-05-21,241.5745849609375,242.11365045107684,240.86764300493607,241.25646917116896,58025900.0,,,,,,,,,,,,,,,
2018-05-22,240.90298461914065,242.35225076806103,240.5760232721084,242.09597283331613,52966400.0,,,,,,,,,,,,,,,
2018-05-23,241.56570434570312,241.59224095910423,239.47136146284487,239.6304463027365,64694200.0,,,,,,,,,,,,,,,
2018-05-24,241.0708923339844,241.44205441736767,239.2858462349344,241.16811236672407,76043800.0,,,,,,,,,,,,,,,
2018-05-25,240.4964294433593,241.12384231755013,239.99271924932825,240.4964294433593,56374800.0,,,,,,,,,,,,,,,
2018-05-29,237.7305603027344,239.63051766461524,236.61712790053176,238.87052932624067,115908600.0,,,,,,,,,,,,,,,
2018-05-30,240.90298461914065,241.34483010823465,238.96772618756867,239.038409599856,69678400.0,,,,,,,,,,,,,,,
2018-05-31,239.4272308349609,240.7969410355754,238.8263274545693,240.4964893453796,93519900.0,,,,,,,,,,,,,,,
2018-06-01,241.77780151367188,242.07825314109903,240.6554969694648,240.7262073336255,71258400.0,,,,,,,,,,,,,,,
2018-06-04,242.9266662597656,243.18294421745537,242.36111800650752,242.5997048834602,45385200.0,,,,,,,,,,,,,,,
2018-06-05,243.1034240722656,243.48340476833687,242.2904164040996,243.0592233369313,51135000.0,,,,,,,,,,,,,,,
2018-06-06,245.1358795166016,245.24191812235736,243.0945554514741,243.71314994252884,62732200.0,,,,,,,,,,,,,,,
2018-06-07,245.1093139648437,245.9134758325717,244.19911351554344,245.62186973324768,72969400.0,,,,,,,,,,,,,,,
2018-06-08,245.833984375,245.88700367386923,244.48193831762,244.6498417534084,72139700.0,,,,,,,,,,,,,,,
2018-06-11,246.1609039306641,246.87669131202748,245.9399812335,246.0548653509217,58892500.0,,,,,,,,,,,,,,,
2018-06-12,246.4790954589844,246.8413850221631,245.8339913469702,246.57628852029868,72329000.0,,,,,,,,,,,,,,,
2018-06-13,245.69265747070312,246.9740204677705,245.4893987909688,246.71774247473408,79070600.0,,,,,,,,,,,,,,,
2018-06-14,246.3112335205078,246.8414266135713,245.7191486091035,246.55866595330824,77097600.0,,,,,,,,,,,,,,,
2018-06-15,245.9969482421875,246.3342630036423,244.41691627211264,245.5264900457384,120041600.0,,,,,,,,,,,,,,,
2018-06-18,245.490951538086,245.61523679111465,244.0618336634601,244.54114998148327,52917600.0,,,,,,,,,,,,,,,
2018-06-19,244.55007934570312,244.77199411824915,242.80138985447235,243.2185907104271,97531500.0,,,,,,,,,,,,,,,
2018-06-20,244.9671936035156,245.63293768580704,244.6298789342166,245.2334804007538,53785500.0,,,,,,,,,,,,,,,
2018-06-21,243.431640625,244.97618599202505,242.9345536599736,244.9584154716404,71061400.0,,,,,,,,,,,,,,,
2018-06-22,243.8753967285156,244.80745482402028,243.65348200423352,244.69205483312163,54898500.0,,,,,,,,,,,,,,,
2018-06-25,240.5556640625,242.8813270339227,238.86911685407384,242.7215548654764,137854200.0,,,,,,,,,,,,,,,
2018-06-26,241.0882263183593,241.9403715023965,240.36922458663943,241.12374026871296,68547400.0,,,,,,,,,,,,,,,
2018-06-27,239.0909576416016,243.10316657911685,238.94004369199013,241.6740485885047,105110700.0,,,,,,,,,,,,,,,
2018-06-28,240.4579315185547,241.22130516686488,238.32752849521523,239.03767186606163,76650500.0,,,,,,,,,,,,,,,
2018-06-29,240.8041534423828,242.91678638094555,240.68875342804373,241.54978381672169,97592500.0,,,,,,,,,,,,,,,
2018-07-02,241.3189697265625,241.47876893898496,238.99330741347623,239.23299268750813,63554800.0,,,,,,,,,,,,,,,
2018-07-03,240.46676635742188,242.31311185329525,240.0407074654489,242.21545529775327,42187100.0,,,,,,,,,,,,,,,
2018-07-05,242.42860412597656,242.49074677472336,240.52014216134668,241.59422935524847,56925900.0,,,,,,,,,,,,,,,
2018-07-06,244.4790802001953,244.8518818506525,242.07350454521065,242.4552185443817,66493700.0,,,,,,,,,,,,,,,
2018-07-09,246.680419921875,246.73367729241565,245.4377027939233,245.48207490630665,50550400.0,,,,,,,,,,,,,,,
2018-07-10,247.5680694580078,247.66572602641563,246.8401826360612,247.1331252520839,51966800.0,,,,,,,,,,,,,,,
2018-07-11,245.7572326660156,246.80469076695235,245.45543188750847,246.0146613347306,77054700.0,,,,,,,,,,,,,,,
2018-07-12,247.9853973388672,248.0386547346766,246.4142499840601,247.0178518627099,60124700.0,,,,,,,,,,,,,,,
2018-07-13,248.1806182861328,248.4824191461705,247.35510177874667,247.8078166134069,48216000.0,,,,,,,,,,,,,,,
2018-07-16,247.9587554931641,248.36707120245725,247.51492582547613,248.22506954730468,48201000.0,,,,,,,,,,,,,,,
2018-07-17,248.96173095703125,249.3523031000805,247.13315550966573,247.18641288469937,52315500.0,,,,,,,,,,,,,,,
2018-07-18,249.4854888916016,249.59200365975133,248.59782970474205,249.0416592981718,44593500.0,,,,,,,,,,,,,,,
2018-07-19,248.5445556640625,249.2014147497713,248.0652121503039,248.8197278264112,61412100.0,,,,,,,,,,,,,,,
2018-07-20,248.2603912353516,248.9705344846832,248.10061916270013,248.34027727167728,82337700.0,,,,,,,,,,,,,,,
2018-07-23,248.7220764160156,248.9262206602363,247.71013209713192,248.0563321291304,47047600.0,,,,,,,,,,,,,,,
2018-07-24,249.97366333007807,250.8169503012536,249.1037747589767,250.1334625540731,68026900.0,,,,,,,,,,,,,,,
2018-07-25,252.10403442382807,252.4235786523477,249.68071566741293,249.72508778052887,78882900.0,,,,,,,,,,,,,,,
2018-07-26,251.5092620849609,252.19274966576543,251.28734736648167,251.38500392899604,57919500.0,,,,,,,,,,,,,,,
2018-07-27,249.8050994873047,251.935476452247,248.88192620311835,251.8378198399787,76768700.0,,,,,,,,,,,,,,,
2018-07-30,248.50015258789065,250.04467060857164,247.9764099294817,249.88489848695707,63742500.0,,,,,,,,,,,,,,,
2018-07-31,249.72499084472656,250.3374774675088,248.88173139843784,249.263418108522,68570500.0,,,,,,,,,,,,,,,
2018-08-01,249.30796813964844,250.43531274317849,248.6599942133596,249.92934046076945,53853300.0,,,,,,,,,,,,,,,
2018-08-02,250.66612243652344,250.83475278125104,247.7989731487619,248.0031445396393,63426400.0,,,,,,,,,,,,,,,
2018-08-03,251.7400360107422,251.79329337053025,250.6126920204373,250.7902346125283,53935400.0,,,,,,,,,,,,,,,
2018-08-06,252.66326904296875,252.9739280194918,251.3850379245333,251.7756100490109,39400900.0,,,,,,,,,,,,,,,
2018-08-07,253.49771118164065,253.8794252386376,253.19591029391069,253.3290808498824,43196600.0,,,,,,,,,,,,,,,
2018-08-08,253.39117431640625,253.79063177107489,252.9296013088043,253.3290587634729,42114600.0,,,,,,,,,,,,,,,
2018-08-09,253.04502868652344,253.8439165930108,252.9118852169773,253.4533443562018,35717000.0,,,,,,,,,,,,,,,
2018-08-10,251.3495635986328,252.1484514012785,250.6394200380089,251.6069923324344,77076000.0,,,,,,,,,,,,,,,
2018-08-13,250.4086456298828,252.23722126791043,250.11570294744925,251.6247343019568,65732900.0,,,,,,,,,,,,,,,
2018-08-14,252.00634765625,252.2460328881242,250.74588723139613,251.13645930114777,43842000.0,,,,,,,,,,,,,,,
2018-08-15,250.1246032714844,250.79923291848888,248.686599730624,250.65720419863487,102925400.0,,,,,,,,,,,,,,,
2018-08-16,252.14845275878903,253.0183684667841,251.5270805260488,251.56259447657288,69967900.0,,,,,,,,,,,,,,,
2018-08-17,253.0361328125,253.4799624185121,251.53598657704225,251.9443022295948,65618500.0,,,,,,,,,,,,,,,
2018-08-20,253.5775146484375,253.84380146676023,253.03602866558367,253.4887433459305,39807500.0,,,,,,,,,,,,,,,
2018-08-21,254.1723480224609,255.0333785840449,253.61311835710487,254.0924619401545,67272000.0,,,,,,,,,,,,,,,
2018-08-22,254.0213928222656,254.54510839160795,253.49765016371987,253.7639641223504,44993300.0,,,,,,,,,,,,,,,
2018-08-23,253.68409729003903,254.7048998191549,253.36452593330048,253.8438694238056,49204900.0,,,,,,,,,,,,,,,
2018-08-24,255.2108764648437,255.3529051715236,254.20781734774647,254.26107472660067,57487400.0,,,,,,,,,,,,,,,
2018-08-27,257.2258605957031,257.3323753566109,256.2494301387038,256.4092022800655,57072400.0,,,,,,,,,,,,,,,
2018-08-28,257.3501281738281,257.7939577065519,256.8885281227042,257.68741586376615,46943500.0,,,,,,,,,,,,,,,
2018-08-29,258.73486328125,258.965636207914,257.3234886771743,257.56314686266506,61485500.0,,,,,,,,,,,,,,,
2018-08-30,257.6874084472656,258.6283248624232,257.09269206048697,258.25552323561953,61229500.0,,,,,,,,,,,,,,,
2018-08-31,257.6963195800781,258.14014914459057,256.7909170205872,257.27911870586814,66140800.0,,,,,,,,,,,,,,,
2018-09-04,257.2524719238281,257.6075301326266,256.24941284429883,257.2791006122579,57594400.0,,,,,,,,,,,,,,,
2018-09-05,256.5600891113281,257.10157520760544,255.54817190054013,256.897403877992,72452400.0,,,,,,,,,,,,,,,
2018-09-06,255.7878570556641,256.9684317742553,254.75816921857063,256.66663092205306,65909900.0,,,,,,,,,,,,,,,
2018-09-07,255.2908477783203,256.2672785320344,254.5008179128378,254.74050328692192,73524800.0,,,,,,,,,,,,,,,
2018-09-10,255.73455810546875,256.5689597155982,255.5392720458809,256.30264576750454,50210900.0,,,,,,,,,,,,,,,
2018-09-11,256.5777893066406,257.02161874815994,254.7403560065421,255.08652888454355,50530500.0,,,,,,,,,,,,,,,
2018-09-12,256.6399841308594,257.24358579269136,255.8499816506508,256.58672675418035,59810800.0,,,,,,,,,,,,,,,
2018-09-13,258.15789794921875,258.3443258744238,257.42115277604205,257.70521020465293,51034200.0,,,,,,,,,,,,,,,
2018-09-14,258.2023010253906,258.5484740117114,257.4211566296206,258.36207317292326,55079900.0,,,,,,,,,,,,,,,
2018-09-17,256.835205078125,258.18443676051925,256.5600330053288,258.1489499112022,68244000.0,,,,,,,,,,,,,,,
2018-09-18,258.2288513183594,258.82356760557764,257.0216211398096,257.0482498229806,61930400.0,,,,,,,,,,,,,,,
2018-09-19,258.50408935546875,258.9212902243807,258.1578892967261,258.2821745760306,49080600.0,,,,,,,,,,,,,,,
2018-09-20,260.5989685058594,260.9185398950375,258.5218492884304,259.7645938039797,100360600.0,,,,,,,,,,,,,,,
2018-09-21,260.3608093261719,261.45758204644017,260.200313965692,261.3416596599288,105479700.0,,,,,,,,,,,,,,,
2018-09-24,259.49591064453125,259.9239255325764,258.9163258584371,259.78125390322805,53409600.0,,,,,,,,,,,,,,,
2018-09-25,259.25518798828125,260.05769215619654,259.0144449014566,259.95069522871887,44370000.0,,,,,,,,,,,,,,,
2018-09-26,258.4795227050781,260.5838689069124,258.0604331192088,259.3979496002588,79739700.0,,,,,,,,,,,,,,,
2018-09-27,259.2017822265625,260.28963006470264,258.67569567042364,258.9521135692111,59249500.0,,,,,,,,,,,,,,,
2018-09-28,259.2283935546875,259.7277306037356,258.5418119152034,258.5774594102581,70091400.0,,,,,,,,,,,,,,,
2018-10-01,260.1290588378906,261.19905539547744,259.4603007849608,260.4678733934338,62078900.0,,,,,,,,,,,,,,,
2018-10-02,259.9774780273437,260.69080911051776,259.6029887328202,259.9774780273437,47258200.0,,,,,,,,,,,,,,,
2018-10-03,260.1200866699219,261.448677055501,259.7634212147403,261.0295876624094,64694600.0,,,,,,,,,,,,,,,
2018-10-04,258.0870666503906,259.6920748233292,256.4998822262784,259.6385763650199,111545900.0,,,,,,,,,,,,,,,
2018-10-05,256.642578125,258.8271712774559,255.2158889408828,258.3100103942777,105951700.0,,,,,,,,,,,,,,,
2018-10-08,256.642578125,256.9992436180711,254.5738801686217,255.95596915870948,87742200.0,,,,,,,,,,,,,,,
2018-10-09,256.2680358886719,257.5698770527391,255.70627486797824,256.2591376202274,74339000.0,,,,,,,,,,,,,,,
2018-10-10,248.1537628173828,255.8311179361839,247.7792736185123,255.7597685189888,214731000.0,,,,,,,,,,,,,,,
2018-10-11,242.68788146972656,248.6888537360091,241.07392013109617,247.0659941262699,274840500.0,,,,,,,,,,,,,,,
2018-10-12,246.058334350586,247.07483220895497,242.8661147343292,246.78948897397007,183186500.0,,,,,,,,,,,,,,,
2018-10-15,244.6762084960937,247.03024927204768,244.5870353372784,245.70163179290185,102263700.0,,,,,,,,,,,,,,,
2018-10-16,250.0263061523437,250.4008225865687,246.1653554678994,246.63794334214083,118255800.0,,,,,,,,,,,,,,,
2018-10-17,250.0707855224609,250.69494299549987,247.4938263431093,250.06186004610583,110626000.0,,,,,,,,,,,,,,,
2018-10-18,246.4595642089844,249.7320313942741,245.18447238743,249.1345957175012,134557500.0,,,,,,,,,,,,,,,
2018-10-19,246.32586669921875,249.045471718314,245.6303594581884,247.11054711716747,139901600.0,,,,,,,,,,,,,,,
2018-10-22,245.2201538085937,247.3155734448505,244.68514204987417,246.99458271671577,82415800.0,,,,,,,,,,,,,,,
2018-10-23,243.9718170166016,245.09533914092464,239.51343044304284,241.5999793058806,146352700.0,,,,,,,,,,,,,,,
2018-10-24,236.579833984375,244.1055927711054,236.02699839773905,243.72215084103613,177806700.0,,,,,,,,,,,,,,,
2018-10-25,240.8241577148437,242.36676901273205,237.39122238530192,238.4166456867947,138061500.0,,,,,,,,,,,,,,,
2018-10-26,236.58872985839844,241.64455220429213,233.8780504151204,237.1148434203108,201574600.0,,,,,,,,,,,,,,,
2018-10-29,235.27789306640625,240.97572247068177,231.7022866042766,239.6827798650179,160749100.0,,,,,,,,,,,,,,,
2018-10-30,238.76446533203125,239.07655788757373,234.61817055650056,235.10860949002063,157116000.0,,,,,,,,,,,,,,,
2018-10-31,241.3145904541016,243.6329564768185,240.8598264017095,241.3324142007696,128296300.0,,,,,,,,,,,,,,,
2018-11-01,243.8827514648437,244.0789216272326,241.0917961957008,242.1796439667952,99495000.0,,,,,,,,,,,,,,,
2018-11-02,242.4381561279297,245.41635506870088,240.38728199417207,244.98834016496485,122634100.0,,,,,,,,,,,,,,,
2018-11-05,243.775634765625,244.3284702575808,241.95660571803845,242.92853056870712,65622500.0,,,,,,,,,,,,,,,
2018-11-06,245.3181915283203,245.47868687033352,243.6507597587035,243.71318368453908,60085900.0,,,,,,,,,,,,,,,
2018-11-07,250.5702514648437,250.6504991579241,247.0659389293435,247.49395383760404,102752100.0,,,,,,,,,,,,,,,
2018-11-08,250.115463256836,250.75747195152988,248.9741174898056,249.7676960751215,65584900.0,,,,,,,,,,,,,,,
2018-11-09,247.67225646972656,248.9919212498932,246.26339131943897,248.80467666575584,98812600.0,,,,,,,,,,,,,,,
2018-11-12,243.0444793701172,247.4047670587005,242.5272913162637,247.16402399269808,99673600.0,,,,,,,,,,,,,,,
2018-11-13,242.5896911621093,245.50546574142547,241.8674348240052,243.50811756808315,98176600.0,,,,,,,,,,,,,,,
2018-11-14,240.93125915527344,244.86353278425744,239.3708236094798,244.4622942567266,125335900.0,,,,,,,,,,,,,,,
2018-11-15,243.44580078125,243.9094905340201,238.08683708044128,239.66509658577647,135101400.0,,,,,,,,,,,,,,,
2018-11-16,244.07879638671875,244.98829728465697,241.83175255019447,242.34894053649785,126668000.0,,,,,,,,,,,,,,,
2018-11-19,239.950439453125,243.7668183630388,239.03201264479043,243.472549526402,103061700.0,,,,,,,,,,,,,,,
2018-11-20,235.50973510742188,238.07776933276824,234.6448072914104,236.6154059276257,136021300.0,,,,,,,,,,,,,,,
2018-11-21,236.31236267089844,238.2116401111824,236.30346439989475,237.06136850996967,75563700.0,,,,,,,,,,,,,,,
2018-11-23,234.7340240478516,236.13396378953607,234.5735286819056,234.67160011270744,42807900.0,,,,,,,,,,,,,,,
2018-11-26,238.52371215820312,238.74663151536032,236.59768564694463,236.9900258924881,79981400.0,,,,,,,,,,,,,,,
